Item ID,Name,Width,Depth,Height,Mass,Priority,Expiry Date,Usage Limit,Preferred Zone
item1116,Battery Pack,89,53,19,53,1,N/A,54,Cupola
item1117,Medical Supply Kit,22,78,53,59,9,2025-08-30,29,Docking Area 1
item1118,Solar Panel Part,66,66,49,88,73,2025-09-10,25,Docking Area 4
item1119,Battery Pack,70,38,14,94,39,N/A,45,European Laboratory
item1120,Microgravity Experiment Setup,51,47,37,99,73,2025-12-30,50,Storage Area 3
item1121,Microgravity Experiment Setup,6,97,56,4,77,N/A,79,Airlock
item1122,Experiment Sample,41,98,78,35,35,2025-11-15,90,Service Module
item1123,Food Ration,64,99,16,89,28,2025-04-16,8,Japanese Laboratory
item1124,Communication Device,29,43,17,87,55,2025-06-28,11,Japanese Laboratory
item1125,Hygiene Kit,90,92,66,48,67,N/A,28,Storage Area 1
item1126,First Aid Kit,65,69,82,98,86,2025-12-08,75,Docking Area 4
item1127,Battery Pack,89,33,26,53,93,2026-03-15,78,Japanese Laboratory
item1128,Battery Pack,82,80,58,82,52,2025-10-19,81,Storage Area 2
item1129,Scientific Instrument,49,84,47,4,86,N/A,28,Storage Area 2
item1130,Spare Part,37,78,27,95,63,N/A,9,Docking Area 1
item1131,First Aid Kit,63,25,20,40,13,N/A,57,Cupola
item1132,Experiment Sample,7,42,41,40,0,N/A,55,Docking Area 2
item1133,Medical Supply Kit,19,78,38,59,56,N/A,4,Docking Area 3
item1134,Experiment Sample,77,52,20,69,49,2025-11-17,34,European Laboratory
item1135,Medical Supply Kit,53,17,25,31,83,2025-10-22,87,Storage Area 2
item1136,Water Container,13,20,99,93,93,2025-06-25,14,Cupola
item1137,Experiment Sample,38,70,56,72,55,2025-07-01,72,Docking Area 3
item1138,Solar Panel Part,20,8,51,30,30,N/A,89,Japanese Laboratory
item1139,Dehydrated Meal Pack,16,73,26,83,45,2025-06-25,94,Storage Area 1
item1140,Solar Panel Part,69,89,39,62,59,N/A,45,European Laboratory
item1141,Oxygen Cylinder,43,78,74,4,3,N/A,100,Docking Area 3
item1142,Battery Pack,91,61,53,83,30,N/A,39,Storage Area 3
item1143,Microgravity Experiment Setup,66,69,70,70,86,2025-09-28,41,Airlock
item1144,Microgravity Experiment Setup,51,100,21,9,67,2026-02-21,43,Docking Area 3
item1145,Food Ration,80,60,16,70,73,2025-06-08,59,Docking Area 3
item1146,Solar Panel Part,14,5,51,18,76,2025-04-27,25,Docking Area 3
item1147,Food Ration,49,16,53,79,34,N/A,95,Russian Laboratory
item1148,Battery Pack,97,16,84,89,68,2025-05-22,65,Japanese Laboratory
item1149,Food Ration,22,97,5,41,83,N/A,26,Docking Area 3
item1150,Food Ration,42,98,56,71,83,N/A,68,Docking Area 1
item1151,Tool Kit,5,29,28,95,89,2026-01-31,10,Storage Area 3
item1152,Medical Supply Kit,33,85,8,39,93,N/A,83,Japanese Laboratory
item1153,Oxygen Cylinder,45,59,21,94,42,2025-07-12,98,US Laboratory
item1154,Oxygen Cylinder,47,49,30,93,58,2025-09-02,14,Crew Quarters
item1155,Spare Part,14,30,10,1,100,N/A,19,Docking Area 1
item1156,First Aid Kit,80,9,93,21,72,2025-05-06,51,Docking Area 4
item1157,Scientific Instrument,61,57,76,67,94,N/A,20,Crew Quarters
item1158,Spare Part,13,64,28,17,56,2026-01-31,13,Storage Area 2
item1159,Scientific Instrument,17,46,21,27,54,2025-07-24,56,Docking Area 2
item1160,Oxygen Cylinder,42,23,53,81,90,N/A,22,Japanese Laboratory
item1161,Medical Supply Kit,23,38,26,26,10,2025-06-30,43,Airlock
item1162,Oxygen Cylinder,58,36,93,42,95,N/A,90,Docking Area 1
item1163,Experiment Sample,30,100,7,76,87,N/A,4,Storage Area 2
item1164,Communication Device,28,47,60,87,31,2025-10-24,62,Cupola
item1165,Microgravity Experiment Setup,10,43,70,72,6,N/A,6,European Laboratory
item1166,Water Container,78,45,24,58,81,2025-10-19,66,Docking Area 4
item1167,Hygiene Kit,67,39,5,86,52,2025-05-12,49,Service Module
item1168,Water Container,96,8,73,85,54,N/A,30,Cupola
item1169,Battery Pack,63,69,22,59,66,2025-06-19,34,Storage Area 2
item1170,Scientific Instrument,26,18,38,55,71,N/A,66,Service Module
item1171,Communication Device,22,84,16,11,52,2025-11-23,76,European Laboratory
item1172,Solar Panel Part,84,34,87,69,42,N/A,17,Russian Laboratory
item1173,Food Ration,33,97,75,39,87,2026-03-22,75,Docking Area 1
item1174,Spare Part,31,12,57,89,43,N/A,62,Russian Laboratory
item1175,Water Container,14,48,69,32,19,N/A,3,Service Module
item1176,Oxygen Cylinder,92,14,35,7,41,2025-11-16,31,Airlock
item1177,Food Ration,54,75,69,84,56,2026-01-05,56,Cupola
item1178,First Aid Kit,64,58,82,43,18,N/A,13,Service Module
item1179,Hygiene Kit,20,37,19,9,97,N/A,21,Storage Area 2
item1180,Dehydrated Meal Pack,77,5,86,50,23,N/A,78,Docking Area 4
item1181,Microgravity Experiment Setup,20,36,70,68,55,N/A,97,Docking Area 4
item1182,Medical Supply Kit,97,70,76,63,95,N/A,75,European Laboratory
item1183,Experiment Sample,18,58,19,33,41,2026-01-31,48,Service Module
item1184,Microgravity Experiment Setup,25,50,89,96,38,2026-01-10,33,Docking Area 1
item1185,Solar Panel Part,31,74,79,38,44,N/A,7,Storage Area 3
item1186,Solar Panel Part,93,36,24,46,87,2025-10-07,53,Crew Quarters
item1187,Water Container,90,94,27,63,29,2026-03-15,31,Docking Area 3
item1188,Spare Part,21,93,23,7,0,2025-12-30,11,Airlock
item1189,Dehydrated Meal Pack,70,20,51,26,57,2026-03-23,1,Docking Area 2
item1190,Dehydrated Meal Pack,60,16,13,34,76,2025-04-16,45,Storage Area 3
item1191,Dehydrated Meal Pack,51,47,66,69,78,2026-01-19,93,Docking Area 3
item1192,Communication Device,65,82,30,31,69,2026-02-11,23,Airlock
item1193,Food Ration,69,81,33,26,31,2025-08-31,33,US Laboratory
item1194,Water Container,36,83,45,61,40,N/A,41,Storage Area 2
item1195,Oxygen Cylinder,6,69,99,6,20,N/A,84,Docking Area 1
item1196,Oxygen Cylinder,12,66,19,72,65,2026-02-20,6,Japanese Laboratory
item1197,Scientific Instrument,6,61,17,68,71,2025-04-18,87,Service Module
item1198,Scientific Instrument,15,56,99,75,63,2026-03-17,3,Japanese Laboratory
item1199,Solar Panel Part,62,30,5,48,95,N/A,40,Service Module
item1200,Solar Panel Part,96,18,44,74,0,N/A,4,US Laboratory
item1201,Communication Device,56,94,72,2,75,N/A,36,Japanese Laboratory
item1202,Scientific Instrument,67,79,55,63,100,N/A,64,Storage Area 2
item1203,Water Container,48,62,52,82,36,2026-03-17,45,Docking Area 3
item1204,Solar Panel Part,65,44,83,56,88,N/A,6,Docking Area 1
item1205,Oxygen Cylinder,92,56,63,38,52,2025-11-29,34,Service Module
item1206,First Aid Kit,72,99,33,8,2,2025-10-31,9,Storage Area 3
item1207,Hygiene Kit,66,89,50,6,16,2025-10-20,99,Japanese Laboratory
item1208,Water Container,99,99,32,12,16,2026-02-22,58,Docking Area 1
item1209,Tool Kit,60,86,74,90,82,2025-04-29,16,Service Module
item1210,Scientific Instrument,46,93,35,15,99,N/A,49,Storage Area 3
item1211,Solar Panel Part,31,47,14,72,59,N/A,24,Russian Laboratory
item1212,Microgravity Experiment Setup,18,38,36,38,94,2026-02-17,6,Russian Laboratory
item1213,Dehydrated Meal Pack,84,46,99,30,80,N/A,57,Docking Area 4
item1214,Solar Panel Part,40,75,85,81,36,N/A,73,Crew Quarters
item1215,Tool Kit,10,100,55,6,48,N/A,67,Airlock
item1216,Microgravity Experiment Setup,82,78,33,67,26,N/A,11,Cupola
item1217,Tool Kit,74,12,71,55,61,N/A,40,Storage Area 1
item1218,Experiment Sample,90,71,29,37,59,N/A,100,Storage Area 3
item1219,Microgravity Experiment Setup,95,29,18,45,9,2025-05-09,15,Service Module
item1220,Scientific Instrument,61,76,86,17,18,2025-09-09,74,Russian Laboratory
item1221,Hygiene Kit,49,17,76,70,3,2025-11-01,66,Crew Quarters
item1222,Hygiene Kit,22,79,55,65,93,N/A,59,Docking Area 4
item1223,Dehydrated Meal Pack,33,17,9,100,40,N/A,16,Storage Area 3
item1224,Solar Panel Part,18,11,55,89,94,2025-09-06,34,Japanese Laboratory
item1225,Communication Device,79,84,95,61,84,N/A,48,Docking Area 1
item1226,Communication Device,35,100,5,25,52,2026-01-16,20,Docking Area 3
item1227,Food Ration,34,20,56,60,52,N/A,27,Docking Area 3
item1228,Battery Pack,65,88,88,18,69,N/A,34,US Laboratory
item1229,First Aid Kit,40,38,37,46,40,N/A,86,Docking Area 4
item1230,Spare Part,63,67,20,9,10,N/A,75,Storage Area 1
item1231,Oxygen Cylinder,98,90,78,17,65,N/A,83,Crew Quarters
item1232,Spare Part,99,32,48,34,8,2025-11-25,46,Cupola
item1233,Oxygen Cylinder,64,28,63,25,79,2025-11-24,74,European Laboratory
item1234,Food Ration,31,28,60,65,72,2025-11-11,74,Crew Quarters
item1235,Communication Device,80,13,81,47,63,2025-12-23,10,Crew Quarters
item1236,Scientific Instrument,17,71,72,4,57,N/A,19,Storage Area 3
item1237,Spare Part,50,52,86,22,54,2026-03-15,22,European Laboratory
item1238,First Aid Kit,57,39,83,40,15,2025-09-14,85,Docking Area 2
item1239,Dehydrated Meal Pack,78,67,38,80,63,2025-06-25,17,Service Module
item1240,Battery Pack,7,71,32,2,67,2025-05-06,42,Storage Area 2
item1241,Hygiene Kit,17,84,17,25,73,2025-05-31,90,Storage Area 1
item1242,Food Ration,90,74,88,11,60,N/A,62,Service Module
item1243,Oxygen Cylinder,94,57,21,72,22,N/A,68,Storage Area 1
item1244,Water Container,64,42,22,6,84,2025-12-30,85,Service Module
item1245,Experiment Sample,69,38,57,54,70,2026-01-24,71,Storage Area 3
item1246,Water Container,99,67,54,9,40,2025-04-26,83,US Laboratory
item1247,Oxygen Cylinder,60,80,34,14,68,N/A,91,Cupola
item1248,Tool Kit,86,25,81,3,61,2026-02-17,63,Storage Area 1
item1249,Spare Part,17,96,61,22,33,N/A,71,Cupola
item1250,Communication Device,78,6,32,24,42,2025-07-09,57,Crew Quarters
item1251,Scientific Instrument,5,42,25,80,51,N/A,29,Docking Area 3
item1252,Solar Panel Part,74,24,49,17,72,N/A,82,Japanese Laboratory
item1253,Solar Panel Part,46,12,81,35,4,2025-04-03,54,Japanese Laboratory
item1254,Food Ration,74,28,32,80,78,N/A,27,Docking Area 4
item1255,Spare Part,75,22,97,78,78,2025-07-17,90,Crew Quarters
item1256,Tool Kit,65,95,84,70,81,2025-11-05,75,Russian Laboratory
item1257,Tool Kit,39,52,50,46,89,2025-08-28,78,Crew Quarters
item1258,Food Ration,88,10,53,72,48,N/A,33,Japanese Laboratory
item1259,Communication Device,61,23,96,35,29,2025-06-03,9,Docking Area 2
item1260,First Aid Kit,91,17,73,60,18,2025-07-02,72,Russian Laboratory
item1261,Battery Pack,23,90,19,60,61,N/A,37,US Laboratory
item1262,Experiment Sample,16,64,73,66,2,2025-06-15,41,Storage Area 1
item1263,Communication Device,82,83,40,75,96,N/A,16,Airlock
item1264,Dehydrated Meal Pack,12,80,18,24,39,N/A,3,Storage Area 3
item1265,Tool Kit,7,77,29,4,83,2026-01-29,35,Service Module
item1266,Experiment Sample,88,75,64,57,92,2025-09-06,86,Docking Area 4
item1267,Experiment Sample,16,53,32,84,3,N/A,85,Service Module
item1268,Hygiene Kit,6,31,76,59,92,N/A,77,Docking Area 4
item1269,Medical Supply Kit,74,29,65,25,79,N/A,31,Russian Laboratory
item1270,Solar Panel Part,97,44,37,13,42,2025-12-04,77,European Laboratory
item1271,Dehydrated Meal Pack,34,92,52,84,30,2025-08-19,75,Japanese Laboratory
item1272,Spare Part,5,50,55,46,60,2025-09-16,33,Docking Area 2
item1273,Oxygen Cylinder,30,7,48,100,92,N/A,15,US Laboratory
item1274,Scientific Instrument,56,93,11,45,23,N/A,74,Storage Area 2
item1275,Hygiene Kit,8,73,11,15,87,N/A,88,Docking Area 4
item1276,Battery Pack,15,75,69,28,28,N/A,57,Japanese Laboratory
item1277,Experiment Sample,86,92,54,62,35,2026-01-13,59,Docking Area 3
item1278,Food Ration,36,62,88,24,5,2025-12-12,20,Storage Area 2
item1279,Solar Panel Part,7,76,78,76,3,N/A,90,Storage Area 2
item1280,Scientific Instrument,35,75,46,27,0,2025-12-02,84,Crew Quarters
item1281,Spare Part,93,92,21,69,89,2026-02-27,92,Airlock
item1282,Spare Part,46,86,7,34,24,N/A,72,Russian Laboratory
item1283,Scientific Instrument,37,67,63,92,8,2025-04-18,72,Service Module
item1284,Battery Pack,92,80,18,31,14,2025-11-03,84,Docking Area 4
item1285,Medical Supply Kit,49,39,69,41,74,N/A,100,Docking Area 3
item1286,Battery Pack,7,56,66,2,94,N/A,98,Storage Area 1
item1287,Battery Pack,48,42,55,18,76,2025-03-30,69,Russian Laboratory
item1288,Experiment Sample,91,9,34,58,22,N/A,46,Docking Area 4
item1289,Oxygen Cylinder,99,47,94,9,35,N/A,16,Docking Area 4
item1290,Solar Panel Part,55,23,9,2,43,2025-06-02,81,Storage Area 3
item1291,Dehydrated Meal Pack,34,25,84,86,70,N/A,99,Cupola
item1292,Tool Kit,50,31,73,46,12,N/A,31,Docking Area 3
item1293,Spare Part,95,51,18,75,75,N/A,90,Storage Area 3
item1294,Spare Part,28,28,70,21,78,2025-09-22,63,Japanese Laboratory
item1295,Medical Supply Kit,54,77,5,43,99,N/A,34,Docking Area 2
item1296,First Aid Kit,55,49,96,21,8,N/A,49,Storage Area 3
item1297,Dehydrated Meal Pack,42,36,99,3,83,2025-04-07,50,Storage Area 2
item1298,Microgravity Experiment Setup,65,43,9,98,81,N/A,59,Storage Area 1
item1299,Solar Panel Part,38,99,11,13,58,2026-02-24,23,Japanese Laboratory
item1300,Food Ration,76,38,6,8,78,2025-08-11,40,Airlock
item1301,Food Ration,39,63,33,10,40,N/A,8,Docking Area 3
item1302,Hygiene Kit,94,27,11,16,39,N/A,8,US Laboratory
item1303,Water Container,78,70,68,44,35,2025-11-01,40,Docking Area 2
item1304,Medical Supply Kit,27,23,71,31,84,N/A,20,Docking Area 4
item1305,Solar Panel Part,44,52,94,27,84,N/A,96,European Laboratory
item1306,Microgravity Experiment Setup,17,86,7,49,39,N/A,17,Cupola
item1307,Communication Device,52,43,22,67,52,2025-08-05,13,Docking Area 3
item1308,Solar Panel Part,66,38,49,35,62,N/A,65,Airlock
item1309,Communication Device,97,33,70,40,5,N/A,20,Airlock
item1310,Water Container,20,85,12,87,2,N/A,55,US Laboratory
item1311,Dehydrated Meal Pack,67,63,67,68,86,N/A,58,Docking Area 2
item1312,Microgravity Experiment Setup,7,56,25,14,65,N/A,38,Service Module
item1313,Hygiene Kit,64,54,84,18,13,N/A,61,European Laboratory
item1314,Medical Supply Kit,12,48,72,52,32,2025-05-27,84,Docking Area 2
item1315,Spare Part,5,59,33,36,51,N/A,51,Docking Area 3
item1316,Tool Kit,85,59,52,64,8,2025-11-01,69,Japanese Laboratory
item1317,Communication Device,83,77,88,75,55,2025-07-19,32,Docking Area 4
item1318,Microgravity Experiment Setup,55,69,76,6,80,N/A,37,Docking Area 2
item1319,Tool Kit,7,13,48,28,39,N/A,38,Service Module
item1320,Solar Panel Part,9,71,87,98,32,N/A,12,European Laboratory
item1321,Water Container,86,37,95,18,32,2026-03-16,15,Docking Area 2
item1322,Dehydrated Meal Pack,9,53,60,24,2,N/A,35,Storage Area 3
item1323,Spare Part,98,81,21,89,45,2025-10-09,99,Docking Area 1
item1324,Medical Supply Kit,30,30,50,4,43,2026-03-25,31,Russian Laboratory
item1325,Oxygen Cylinder,100,26,59,36,86,N/A,29,Docking Area 4
item1326,Food Ration,60,85,96,7,21,2026-03-09,21,Storage Area 3
item1327,Experiment Sample,14,97,25,64,95,N/A,57,Docking Area 4
item1328,Oxygen Cylinder,11,20,96,40,37,N/A,6,Docking Area 3
item1329,First Aid Kit,72,89,62,3,26,2025-10-11,52,Storage Area 3
item1330,Hygiene Kit,79,45,75,73,42,N/A,21,Airlock
item1331,Experiment Sample,71,84,58,70,63,2025-05-23,10,Cupola
item1332,Experiment Sample,78,12,40,82,51,2026-03-03,79,Russian Laboratory
item1333,First Aid Kit,53,76,35,38,72,2026-01-04,68,Airlock
item1334,Water Container,34,32,78,95,56,N/A,64,Docking Area 3
item1335,Scientific Instrument,11,41,61,28,76,2026-03-11,90,Docking Area 1
item1336,Battery Pack,75,17,40,43,39,N/A,49,Crew Quarters
item1337,Experiment Sample,85,27,35,49,34,N/A,18,European Laboratory
item1338,Scientific Instrument,49,26,19,12,97,2025-07-30,64,Crew Quarters
item1339,Spare Part,70,20,48,76,77,2026-01-18,32,Storage Area 1
item1340,Water Container,16,18,51,95,9,N/A,74,Crew Quarters
item1341,Oxygen Cylinder,77,22,47,34,79,2025-07-30,63,Docking Area 4
item1342,Battery Pack,25,56,26,73,29,2026-01-14,6,Service Module
item1343,Scientific Instrument,90,90,81,42,91,2025-08-04,96,Cupola
item1344,Tool Kit,59,50,100,71,79,2025-09-28,66,Russian Laboratory
item1345,Solar Panel Part,28,50,9,16,19,2026-03-06,24,Cupola
item1346,Oxygen Cylinder,55,61,51,31,28,N/A,71,Storage Area 3
item1347,Experiment Sample,5,61,62,45,2,2026-03-08,51,Service Module
item1348,Spare Part,83,91,16,5,20,2026-02-15,58,US Laboratory
item1349,Spare Part,80,41,26,10,86,N/A,34,Docking Area 4
item1350,Oxygen Cylinder,7,90,43,71,8,2025-12-26,62,Airlock
item1351,Battery Pack,77,86,28,81,92,2025-05-08,75,Service Module
item1352,Dehydrated Meal Pack,66,57,7,57,64,N/A,63,US Laboratory
item1353,Medical Supply Kit,94,49,49,38,96,N/A,85,Storage Area 1
item1354,Oxygen Cylinder,93,31,81,67,19,N/A,35,Storage Area 1
item1355,First Aid Kit,78,58,98,15,50,2025-06-18,66,Storage Area 1
item1356,Hygiene Kit,61,93,22,35,24,N/A,95,US Laboratory
item1357,Scientific Instrument,45,74,84,74,48,N/A,16,European Laboratory
item1358,Solar Panel Part,16,36,93,79,67,2025-05-29,71,Cupola
item1359,Solar Panel Part,96,24,57,50,97,N/A,5,Service Module
item1360,Microgravity Experiment Setup,60,53,68,37,73,2025-06-12,88,US Laboratory
item1361,Hygiene Kit,28,59,71,97,30,N/A,49,Docking Area 3
item1362,Oxygen Cylinder,34,39,48,3,94,2025-12-11,62,Docking Area 3
item1363,First Aid Kit,99,98,25,41,43,2025-12-24,38,Russian Laboratory
item1364,Microgravity Experiment Setup,26,23,14,71,1,2025-09-21,80,Cupola
item1365,Medical Supply Kit,6,100,33,20,77,N/A,35,Docking Area 4
item1366,Oxygen Cylinder,7,45,48,61,83,2025-10-31,64,Japanese Laboratory
item1367,Food Ration,78,22,89,11,43,2025-10-21,100,Docking Area 1
item1368,Experiment Sample,40,34,78,8,30,2025-06-03,17,Russian Laboratory
item1369,First Aid Kit,26,45,84,49,90,2025-12-03,25,Storage Area 3
item1370,Dehydrated Meal Pack,34,36,98,41,1,2025-10-27,8,Airlock
item1371,Experiment Sample,16,84,30,5,5,2026-02-17,96,US Laboratory
item1372,Spare Part,93,28,89,3,32,2025-07-06,99,Docking Area 1
item1373,Solar Panel Part,84,41,77,48,65,N/A,73,Storage Area 1
item1374,Tool Kit,69,98,13,70,66,2025-10-19,63,Storage Area 1
item1375,Experiment Sample,11,37,57,58,35,2026-03-13,52,Docking Area 3
item1376,Experiment Sample,77,6,39,12,67,N/A,9,Storage Area 3
item1377,Battery Pack,48,14,55,42,22,N/A,67,Storage Area 2
item1378,Food Ration,63,61,61,98,43,2026-01-30,30,Docking Area 1
item1379,Tool Kit,76,47,47,58,45,2025-05-14,37,Storage Area 2
item1380,Battery Pack,88,21,26,34,41,N/A,20,Cupola
item1381,Water Container,38,17,81,15,61,N/A,50,Cupola
item1382,Hygiene Kit,80,21,56,22,15,N/A,85,Service Module
item1383,Oxygen Cylinder,66,81,52,84,97,2025-12-08,57,Russian Laboratory
item1384,Medical Supply Kit,75,36,14,17,14,2025-09-19,94,Storage Area 1
item1385,Oxygen Cylinder,95,83,67,83,12,2025-04-03,64,Crew Quarters
item1386,Tool Kit,44,53,11,81,83,2025-08-13,88,Docking Area 2
item1387,Battery Pack,15,88,9,4,43,2025-06-30,98,Airlock
item1388,Hygiene Kit,42,69,52,22,39,N/A,38,Docking Area 1
item1389,Medical Supply Kit,25,19,95,5,20,2025-11-14,12,Cupola
item1390,Experiment Sample,55,40,63,16,93,N/A,21,Docking Area 3
item1391,Microgravity Experiment Setup,86,22,51,36,66,2025-04-15,50,Crew Quarters
item1392,Battery Pack,71,71,67,15,51,2025-08-20,75,Storage Area 2
item1393,Microgravity Experiment Setup,23,20,27,93,6,N/A,44,Russian Laboratory
item1394,First Aid Kit,95,100,73,55,98,N/A,69,US Laboratory
item1395,Tool Kit,32,35,23,72,37,2025-07-05,39,US Laboratory
item1396,Oxygen Cylinder,45,7,52,91,39,N/A,68,Storage Area 1
item1397,Scientific Instrument,42,25,95,75,43,N/A,66,US Laboratory
item1398,First Aid Kit,23,78,32,13,71,N/A,92,Docking Area 4
item1399,Hygiene Kit,20,98,48,17,45,2025-05-19,77,US Laboratory
item1400,First Aid Kit,73,90,31,85,41,2025-07-23,26,Service Module
item1401,Experiment Sample,8,17,15,20,97,2026-01-25,41,Docking Area 1
item1402,Experiment Sample,77,37,17,55,8,2025-06-16,22,Russian Laboratory
item1403,Solar Panel Part,97,57,83,24,90,N/A,90,Russian Laboratory
item1404,Medical Supply Kit,38,30,36,48,22,2025-10-02,93,US Laboratory
item1405,Dehydrated Meal Pack,58,57,67,61,59,2025-11-20,18,Russian Laboratory
item1406,Medical Supply Kit,43,67,15,88,9,N/A,48,Docking Area 1
item1407,Dehydrated Meal Pack,30,39,71,48,7,2025-08-09,24,Japanese Laboratory
item1408,Communication Device,47,100,60,58,68,2025-06-12,13,Storage Area 3
item1409,Communication Device,12,44,82,47,87,2025-07-01,74,Storage Area 2
item1410,First Aid Kit,88,63,40,49,38,N/A,45,Service Module
item1411,Spare Part,72,12,22,17,48,N/A,62,Docking Area 2
item1412,Communication Device,42,83,15,95,20,2025-11-13,75,Storage Area 2
item1413,Hygiene Kit,94,96,100,43,43,N/A,32,Storage Area 2
item1414,Tool Kit,14,75,44,5,11,2025-12-13,49,Cupola
item1415,First Aid Kit,99,43,73,71,47,2025-08-23,51,Service Module
item1416,Scientific Instrument,33,81,64,70,54,N/A,94,Cupola
item1417,Solar Panel Part,56,99,35,60,85,N/A,26,Storage Area 3
item1418,Experiment Sample,44,78,97,11,26,N/A,59,European Laboratory
item1419,Battery Pack,64,86,60,5,1,N/A,7,European Laboratory
item1420,Microgravity Experiment Setup,50,16,22,62,90,2025-09-30,34,US Laboratory
item1421,Communication Device,34,58,75,94,49,2025-04-19,48,Storage Area 3
item1422,Spare Part,46,77,20,100,67,2025-07-15,44,US Laboratory
item1423,Hygiene Kit,7,7,55,97,20,2025-10-14,51,Docking Area 1
item1424,Experiment Sample,9,15,23,48,85,2025-08-19,70,European Laboratory
item1425,Communication Device,57,57,11,70,11,2025-07-28,32,Docking Area 2
item1426,Dehydrated Meal Pack,48,18,16,39,95,N/A,39,Service Module
item1427,Experiment Sample,60,77,13,58,72,2025-10-02,16,Docking Area 3
item1428,First Aid Kit,80,74,57,38,75,N/A,92,Russian Laboratory
item1429,Spare Part,86,52,28,14,26,2025-04-11,58,Docking Area 2
item1430,Oxygen Cylinder,85,49,23,80,43,2025-07-05,97,Storage Area 3
item1431,First Aid Kit,58,28,45,53,61,2026-03-12,57,Storage Area 1
item1432,Tool Kit,8,49,21,45,1,2025-12-08,49,European Laboratory
item1433,Oxygen Cylinder,24,72,55,60,45,N/A,87,Service Module
item1434,Tool Kit,95,9,87,19,94,N/A,20,Service Module
item1435,Tool Kit,42,62,52,96,92,N/A,82,Russian Laboratory
item1436,Hygiene Kit,17,53,94,19,85,N/A,96,European Laboratory
item1437,Medical Supply Kit,19,87,99,33,37,N/A,75,Docking Area 3
item1438,Oxygen Cylinder,52,13,6,46,69,2025-12-27,97,Docking Area 1
item1439,Experiment Sample,37,26,37,85,54,N/A,44,Cupola
item1440,Tool Kit,21,34,58,73,75,N/A,28,Cupola
item1441,Battery Pack,52,45,58,75,76,2025-04-26,38,Docking Area 1
item1442,Communication Device,41,33,99,98,30,2025-10-29,33,Service Module
item1443,Battery Pack,14,7,88,30,60,N/A,39,European Laboratory
item1444,Food Ration,70,14,56,25,21,N/A,42,European Laboratory
item1445,Medical Supply Kit,72,72,26,41,35,2025-04-14,66,Docking Area 2
item1446,Spare Part,28,62,87,64,91,2025-08-25,86,Cupola
item1447,Dehydrated Meal Pack,80,13,35,99,32,2026-03-07,31,European Laboratory
item1448,Battery Pack,11,22,45,44,55,N/A,5,Crew Quarters
item1449,Food Ration,64,7,32,82,96,2025-06-14,32,US Laboratory
item1450,Communication Device,39,30,54,18,72,N/A,9,Docking Area 1
item1451,Oxygen Cylinder,14,71,10,99,67,2025-07-11,40,Service Module
item1452,Dehydrated Meal Pack,40,35,95,95,46,N/A,87,European Laboratory
item1453,Water Container,94,45,88,14,68,2025-08-29,25,Service Module
item1454,Communication Device,9,88,37,97,27,2025-11-17,44,Japanese Laboratory
item1455,Experiment Sample,79,84,94,73,61,2025-11-28,79,Service Module
item1456,Food Ration,47,91,90,12,2,N/A,68,Docking Area 1
item1457,Experiment Sample,54,71,46,33,30,2025-11-03,97,Storage Area 2
item1458,Solar Panel Part,92,84,82,80,81,N/A,11,Japanese Laboratory
item1459,Hygiene Kit,36,82,68,63,75,N/A,15,Docking Area 1
item1460,Scientific Instrument,100,57,9,31,75,2025-10-02,9,Cupola
item1461,Dehydrated Meal Pack,95,92,97,16,74,N/A,45,Japanese Laboratory
item1462,Food Ration,57,51,67,21,4,N/A,80,Storage Area 3
item1463,Dehydrated Meal Pack,36,17,52,100,25,2026-02-28,68,European Laboratory
item1464,Communication Device,67,99,56,52,85,N/A,92,Docking Area 2
item1465,Spare Part,38,46,95,46,93,N/A,73,Docking Area 3
item1466,Medical Supply Kit,7,40,63,98,87,2025-11-07,34,Airlock
item1467,Scientific Instrument,87,78,17,21,33,N/A,18,Service Module
item1468,Tool Kit,30,30,46,23,15,2025-07-01,31,Docking Area 2
item1469,Communication Device,27,15,44,22,56,2025-05-07,74,Japanese Laboratory
item1470,Experiment Sample,75,98,21,68,11,N/A,61,Japanese Laboratory
item1471,Spare Part,98,5,75,34,20,N/A,64,Storage Area 1
item1472,Food Ration,57,87,64,35,43,2025-06-11,27,Docking Area 1
item1473,Tool Kit,89,92,29,70,49,N/A,79,European Laboratory
item1474,Solar Panel Part,40,70,97,15,51,N/A,11,Russian Laboratory
item1475,Medical Supply Kit,23,9,33,89,14,2025-09-10,52,Docking Area 4
item1476,Experiment Sample,100,61,13,81,77,N/A,63,European Laboratory
item1477,Oxygen Cylinder,25,73,51,91,5,2025-12-21,26,Russian Laboratory
item1478,Oxygen Cylinder,64,94,68,70,72,2025-05-07,68,Storage Area 1
item1479,Food Ration,30,8,60,27,16,N/A,28,Russian Laboratory
item1480,Food Ration,21,65,31,88,22,N/A,94,Docking Area 1
item1481,Microgravity Experiment Setup,75,26,23,6,62,N/A,2,Crew Quarters
item1482,Food Ration,24,99,97,45,97,N/A,41,Docking Area 1
item1483,Communication Device,53,52,15,80,78,N/A,71,Storage Area 3
item1484,Microgravity Experiment Setup,41,18,99,93,86,2026-01-11,83,Docking Area 4
item1485,Tool Kit,75,35,19,97,87,2026-02-25,46,European Laboratory
item1486,Hygiene Kit,41,48,93,12,63,N/A,85,Storage Area 3
item1487,Oxygen Cylinder,96,40,85,6,0,N/A,89,Docking Area 1
